Contig	Ten_total	Twenty_total
QPX_transcriptome_v1_Contig_4603	3396	1820
QPX_transcriptome_v1_Contig_4604	1068	753
QPX_transcriptome_v1_Contig_4605	925	408
QPX_transcriptome_v1_Contig_4606	1462	907
QPX_transcriptome_v1_Contig_4607	3664	1811
QPX_transcriptome_v1_Contig_4608	3544	1500
QPX_transcriptome_v1_Contig_4609	928	328
QPX_transcriptome_v1_Contig_461	949	594
QPX_transcriptome_v1_Contig_4610	1493	1323
QPX_transcriptome_v1_Contig_4611	4493	1536
QPX_transcriptome_v1_Contig_4612	1038	571
QPX_transcriptome_v1_Contig_4613	3460	2422
QPX_transcriptome_v1_Contig_4614	3690	2707
QPX_transcriptome_v1_Contig_4615	2537	1115
QPX_transcriptome_v1_Contig_4616	596	261
QPX_transcriptome_v1_Contig_4617	5397	5194
QPX_transcriptome_v1_Contig_4618	316	65
QPX_transcriptome_v1_Contig_4619	307	184
QPX_transcriptome_v1_Contig_462	866	447
QPX_transcriptome_v1_Contig_4620	4262	2586
QPX_transcriptome_v1_Contig_4621	771	407
QPX_transcriptome_v1_Contig_4622	4157	3937
QPX_transcriptome_v1_Contig_4623	592	217
QPX_transcriptome_v1_Contig_4624	1733	698
QPX_transcriptome_v1_Contig_4625	755	507
QPX_transcriptome_v1_Contig_4626	171	83
QPX_transcriptome_v1_Contig_4627	1380	1197
QPX_transcriptome_v1_Contig_4628	188	222
QPX_transcriptome_v1_Contig_4629	517	256
QPX_transcriptome_v1_Contig_463	3188	1181
QPX_transcriptome_v1_Contig_4630	1248	587
QPX_transcriptome_v1_Contig_4631	573	343
QPX_transcriptome_v1_Contig_4632	1022	632
QPX_transcriptome_v1_Contig_4633	2067	585
QPX_transcriptome_v1_Contig_4634	648	480
QPX_transcriptome_v1_Contig_4635	1325	440
QPX_transcriptome_v1_Contig_4636	1929	1243
QPX_transcriptome_v1_Contig_4637	1462	336
QPX_transcriptome_v1_Contig_4638	3370	1867
QPX_transcriptome_v1_Contig_4639	563	220
QPX_transcriptome_v1_Contig_464	543	300
QPX_transcriptome_v1_Contig_4640	807	478
QPX_transcriptome_v1_Contig_4641	2718	2201
QPX_transcriptome_v1_Contig_4642	1435	432
QPX_transcriptome_v1_Contig_4643	1775	1212
QPX_transcriptome_v1_Contig_4644	1409	440
QPX_transcriptome_v1_Contig_4645	2316	889
QPX_transcriptome_v1_Contig_4646	939	622
QPX_transcriptome_v1_Contig_4647	240	103
QPX_transcriptome_v1_Contig_4648	1968	1755
QPX_transcriptome_v1_Contig_4649	1260	339
QPX_transcriptome_v1_Contig_465	231	211
QPX_transcriptome_v1_Contig_4650	751	256
QPX_transcriptome_v1_Contig_4651	364	525
QPX_transcriptome_v1_Contig_4652	221	219
QPX_transcriptome_v1_Contig_4653	6288	5799
QPX_transcriptome_v1_Contig_4654	649	422
QPX_transcriptome_v1_Contig_4655	333	121
QPX_transcriptome_v1_Contig_4656	750	204
QPX_transcriptome_v1_Contig_4657	1256	516
QPX_transcriptome_v1_Contig_4658	2161	1810
QPX_transcriptome_v1_Contig_4659	719	364
QPX_transcriptome_v1_Contig_466	7406	4655
QPX_transcriptome_v1_Contig_4660	2067	1098
QPX_transcriptome_v1_Contig_4661	844	894
QPX_transcriptome_v1_Contig_4662	3057	1218
QPX_transcriptome_v1_Contig_4663	212	73
QPX_transcriptome_v1_Contig_4664	698	876
QPX_transcriptome_v1_Contig_4665	671	265
QPX_transcriptome_v1_Contig_4666	1123	676
QPX_transcriptome_v1_Contig_4667	4237	1433
QPX_transcriptome_v1_Contig_4668	5151	2257
QPX_transcriptome_v1_Contig_4669	675	564
QPX_transcriptome_v1_Contig_467	47121	34833
QPX_transcriptome_v1_Contig_4670	575	474
QPX_transcriptome_v1_Contig_4671	4548	2009
QPX_transcriptome_v1_Contig_4672	883	359
QPX_transcriptome_v1_Contig_4673	1182	754
QPX_transcriptome_v1_Contig_4674	896	322
QPX_transcriptome_v1_Contig_4675	946	363
QPX_transcriptome_v1_Contig_4676	851	431
QPX_transcriptome_v1_Contig_4677	3534	1598
QPX_transcriptome_v1_Contig_4678	644	490
QPX_transcriptome_v1_Contig_4679	1514	1189
QPX_transcriptome_v1_Contig_468	1129	926
QPX_transcriptome_v1_Contig_4680	1796	512
QPX_transcriptome_v1_Contig_4681	977	311
QPX_transcriptome_v1_Contig_4682	349	217
QPX_transcriptome_v1_Contig_4683	527	143
QPX_transcriptome_v1_Contig_4684	162	133
QPX_transcriptome_v1_Contig_4685	1429	505
QPX_transcriptome_v1_Contig_4686	5535	2668
QPX_transcriptome_v1_Contig_4687	224	132
QPX_transcriptome_v1_Contig_4688	2811	812
QPX_transcriptome_v1_Contig_4689	2693	999
QPX_transcriptome_v1_Contig_469	91852	40195
QPX_transcriptome_v1_Contig_4690	1005	611
QPX_transcriptome_v1_Contig_4691	123	163
QPX_transcriptome_v1_Contig_4692	1185	699
QPX_transcriptome_v1_Contig_4693	234	101
QPX_transcriptome_v1_Contig_4694	1430	652
QPX_transcriptome_v1_Contig_4695	2223	1415
QPX_transcriptome_v1_Contig_4696	312	293
QPX_transcriptome_v1_Contig_4697	280	179
QPX_transcriptome_v1_Contig_4698	1472	747
QPX_transcriptome_v1_Contig_4699	484	169
QPX_transcriptome_v1_Contig_47	9267	4549
QPX_transcriptome_v1_Contig_470	50842	12507
QPX_transcriptome_v1_Contig_4700	2974	1432
QPX_transcriptome_v1_Contig_4701	193	531
QPX_transcriptome_v1_Contig_4702	157	139
QPX_transcriptome_v1_Contig_4703	1029	480
QPX_transcriptome_v1_Contig_4704	929	277
QPX_transcriptome_v1_Contig_4705	2281	941
QPX_transcriptome_v1_Contig_4706	1632	937
QPX_transcriptome_v1_Contig_4707	1643	767
QPX_transcriptome_v1_Contig_4708	3188	1590
QPX_transcriptome_v1_Contig_4709	1776	1134
QPX_transcriptome_v1_Contig_471	2957	2421
QPX_transcriptome_v1_Contig_4710	148	77
QPX_transcriptome_v1_Contig_4711	1571	455
QPX_transcriptome_v1_Contig_4712	1197	710
QPX_transcriptome_v1_Contig_4713	168	104
QPX_transcriptome_v1_Contig_4714	682	537
QPX_transcriptome_v1_Contig_4715	589	317
QPX_transcriptome_v1_Contig_4716	748	863
QPX_transcriptome_v1_Contig_4717	989	291
QPX_transcriptome_v1_Contig_4718	2405	818
QPX_transcriptome_v1_Contig_4719	2625	864
QPX_transcriptome_v1_Contig_472	3736	1475
QPX_transcriptome_v1_Contig_4720	289	126
QPX_transcriptome_v1_Contig_4721	3087	1490
QPX_transcriptome_v1_Contig_4722	1668	746
QPX_transcriptome_v1_Contig_4723	1384	710
QPX_transcriptome_v1_Contig_4724	1433	797
QPX_transcriptome_v1_Contig_4725	1575	998
QPX_transcriptome_v1_Contig_4726	507	1293
QPX_transcriptome_v1_Contig_4727	9164	1936
QPX_transcriptome_v1_Contig_4728	683	317
QPX_transcriptome_v1_Contig_4729	2613	1218
QPX_transcriptome_v1_Contig_473	2270	1667
QPX_transcriptome_v1_Contig_4730	271	140
QPX_transcriptome_v1_Contig_4731	2461	1058
QPX_transcriptome_v1_Contig_4732	1428	546
QPX_transcriptome_v1_Contig_4733	511	217
QPX_transcriptome_v1_Contig_4734	215	195
QPX_transcriptome_v1_Contig_4735	312	436
QPX_transcriptome_v1_Contig_4736	2045	1482
QPX_transcriptome_v1_Contig_4737	513	188
QPX_transcriptome_v1_Contig_4738	851	387
QPX_transcriptome_v1_Contig_4739	618	305
QPX_transcriptome_v1_Contig_474	1525	699
QPX_transcriptome_v1_Contig_4740	832	457
QPX_transcriptome_v1_Contig_4741	2853	1514
QPX_transcriptome_v1_Contig_4742	268	143
QPX_transcriptome_v1_Contig_4743	788	434
QPX_transcriptome_v1_Contig_4744	1618	711
QPX_transcriptome_v1_Contig_4745	515	433
QPX_transcriptome_v1_Contig_4746	319	236
QPX_transcriptome_v1_Contig_4747	2138	445
QPX_transcriptome_v1_Contig_4748	1894	488
QPX_transcriptome_v1_Contig_4749	1465	1087
QPX_transcriptome_v1_Contig_475	29337	18612
QPX_transcriptome_v1_Contig_4750	840	244
QPX_transcriptome_v1_Contig_4751	1147	374
QPX_transcriptome_v1_Contig_4752	2393	1286
QPX_transcriptome_v1_Contig_4753	2299	1547
QPX_transcriptome_v1_Contig_4754	434	162
QPX_transcriptome_v1_Contig_4755	529	214
QPX_transcriptome_v1_Contig_4756	169	126
QPX_transcriptome_v1_Contig_4757	449	241
QPX_transcriptome_v1_Contig_4758	126	94
QPX_transcriptome_v1_Contig_4759	1855	1484
QPX_transcriptome_v1_Contig_476	2093	733
QPX_transcriptome_v1_Contig_4760	200	207
QPX_transcriptome_v1_Contig_4761	1344	1002
QPX_transcriptome_v1_Contig_4762	2044	608
QPX_transcriptome_v1_Contig_4763	2129	1516
QPX_transcriptome_v1_Contig_4764	450	729
QPX_transcriptome_v1_Contig_4765	6064	2338
QPX_transcriptome_v1_Contig_4766	477	283
QPX_transcriptome_v1_Contig_4767	356	270
QPX_transcriptome_v1_Contig_4768	226	198
QPX_transcriptome_v1_Contig_4769	852	542
QPX_transcriptome_v1_Contig_477	1392	1055
QPX_transcriptome_v1_Contig_4770	538	161
QPX_transcriptome_v1_Contig_4771	1598	597
QPX_transcriptome_v1_Contig_4772	1125	513
QPX_transcriptome_v1_Contig_4773	525	264
QPX_transcriptome_v1_Contig_4774	1425	912
QPX_transcriptome_v1_Contig_4775	188	187
QPX_transcriptome_v1_Contig_4776	1700	411
QPX_transcriptome_v1_Contig_4777	115	38
QPX_transcriptome_v1_Contig_4778	1290	832
QPX_transcriptome_v1_Contig_4779	2701	597
QPX_transcriptome_v1_Contig_478	17773	4071
QPX_transcriptome_v1_Contig_4780	1488	1298
QPX_transcriptome_v1_Contig_4781	778	507
QPX_transcriptome_v1_Contig_4782	5109	2968
QPX_transcriptome_v1_Contig_4783	2668	1464
QPX_transcriptome_v1_Contig_4784	2976	1182
QPX_transcriptome_v1_Contig_4785	4353	3030
QPX_transcriptome_v1_Contig_4786	706	454
QPX_transcriptome_v1_Contig_4787	1416	322
QPX_transcriptome_v1_Contig_4788	780	472
QPX_transcriptome_v1_Contig_4789	3942	2671
QPX_transcriptome_v1_Contig_479	3309	997
QPX_transcriptome_v1_Contig_4790	2174	1478
QPX_transcriptome_v1_Contig_4791	1033	602
QPX_transcriptome_v1_Contig_4792	413	142
QPX_transcriptome_v1_Contig_4793	327	198
QPX_transcriptome_v1_Contig_4794	1121	528
QPX_transcriptome_v1_Contig_4795	2345	948
QPX_transcriptome_v1_Contig_4796	1023	587
QPX_transcriptome_v1_Contig_4797	886	795
QPX_transcriptome_v1_Contig_4798	523	120
QPX_transcriptome_v1_Contig_4799	2343	1099
QPX_transcriptome_v1_Contig_48	2046	1172
QPX_transcriptome_v1_Contig_480	2414	1713
QPX_transcriptome_v1_Contig_4800	1668	1087
QPX_transcriptome_v1_Contig_4801	167	51
QPX_transcriptome_v1_Contig_4802	1132	639
QPX_transcriptome_v1_Contig_4803	4970	4501
QPX_transcriptome_v1_Contig_4804	1984	2845
QPX_transcriptome_v1_Contig_4805	200	112
QPX_transcriptome_v1_Contig_4806	266	209
QPX_transcriptome_v1_Contig_4807	1076	655
QPX_transcriptome_v1_Contig_4808	470	276
QPX_transcriptome_v1_Contig_4809	3056	1038
QPX_transcriptome_v1_Contig_481	6317	1585
QPX_transcriptome_v1_Contig_4810	745	216
QPX_transcriptome_v1_Contig_4811	1263	706
QPX_transcriptome_v1_Contig_4812	316	100
QPX_transcriptome_v1_Contig_4813	1579	1096
QPX_transcriptome_v1_Contig_4814	148	49
QPX_transcriptome_v1_Contig_4815	1250	1681
QPX_transcriptome_v1_Contig_4816	543	343
QPX_transcriptome_v1_Contig_4817	690	494
QPX_transcriptome_v1_Contig_4818	807	710
QPX_transcriptome_v1_Contig_4819	819	319
QPX_transcriptome_v1_Contig_482	14076	7814
QPX_transcriptome_v1_Contig_4820	448	472
QPX_transcriptome_v1_Contig_4821	228	101
QPX_transcriptome_v1_Contig_4822	594	288
QPX_transcriptome_v1_Contig_4823	765	110
QPX_transcriptome_v1_Contig_4824	3249	2024
QPX_transcriptome_v1_Contig_4825	1457	910
QPX_transcriptome_v1_Contig_4826	1316	483
QPX_transcriptome_v1_Contig_4827	1919	493
QPX_transcriptome_v1_Contig_4828	161	326
QPX_transcriptome_v1_Contig_4829	2653	1930
QPX_transcriptome_v1_Contig_483	23420	9545
QPX_transcriptome_v1_Contig_4830	348	145
QPX_transcriptome_v1_Contig_4831	5575	3665
QPX_transcriptome_v1_Contig_4832	1857	1696
QPX_transcriptome_v1_Contig_4833	362	142
QPX_transcriptome_v1_Contig_4834	3860	1790
QPX_transcriptome_v1_Contig_4835	559	318
QPX_transcriptome_v1_Contig_4836	838	809
QPX_transcriptome_v1_Contig_4837	1043	874
QPX_transcriptome_v1_Contig_4838	1815	1642
QPX_transcriptome_v1_Contig_4839	1712	510
QPX_transcriptome_v1_Contig_484	20969	18728
QPX_transcriptome_v1_Contig_4840	162	111
QPX_transcriptome_v1_Contig_4841	2209	1814
QPX_transcriptome_v1_Contig_4842	2132	1113
QPX_transcriptome_v1_Contig_4843	1780	913
QPX_transcriptome_v1_Contig_4844	2832	2073
QPX_transcriptome_v1_Contig_4845	812	344
QPX_transcriptome_v1_Contig_4846	930	89
QPX_transcriptome_v1_Contig_4847	1350	793
QPX_transcriptome_v1_Contig_4848	1911	907
QPX_transcriptome_v1_Contig_4849	588	314
QPX_transcriptome_v1_Contig_485	6863	4014
QPX_transcriptome_v1_Contig_4850	183	182
QPX_transcriptome_v1_Contig_4851	2757	1092
QPX_transcriptome_v1_Contig_4852	642	460
QPX_transcriptome_v1_Contig_4853	1168	621
QPX_transcriptome_v1_Contig_4854	10760	4959
QPX_transcriptome_v1_Contig_4855	1139	621
QPX_transcriptome_v1_Contig_4856	336	147
QPX_transcriptome_v1_Contig_4857	492	455
QPX_transcriptome_v1_Contig_4858	2154	827
QPX_transcriptome_v1_Contig_4859	490	599
QPX_transcriptome_v1_Contig_486	290	100
QPX_transcriptome_v1_Contig_4860	2292	1180
QPX_transcriptome_v1_Contig_4861	4214	2534
QPX_transcriptome_v1_Contig_4862	1618	579
QPX_transcriptome_v1_Contig_4863	203	153
QPX_transcriptome_v1_Contig_4864	1971	1212
QPX_transcriptome_v1_Contig_4865	390	246
QPX_transcriptome_v1_Contig_4866	3264	1570
QPX_transcriptome_v1_Contig_4867	1526	1684
QPX_transcriptome_v1_Contig_4868	1394	378
QPX_transcriptome_v1_Contig_4869	3631	2135
QPX_transcriptome_v1_Contig_487	1870	1391
QPX_transcriptome_v1_Contig_4870	709	380
QPX_transcriptome_v1_Contig_4871	1437	817
QPX_transcriptome_v1_Contig_4872	886	485
QPX_transcriptome_v1_Contig_4873	1007	347
QPX_transcriptome_v1_Contig_4874	911	432
QPX_transcriptome_v1_Contig_4875	2165	1387
QPX_transcriptome_v1_Contig_4876	1447	957
QPX_transcriptome_v1_Contig_4877	940	206
QPX_transcriptome_v1_Contig_4878	4751	3339
QPX_transcriptome_v1_Contig_4879	3408	1373
QPX_transcriptome_v1_Contig_488	29195	16528
QPX_transcriptome_v1_Contig_4880	706	380
QPX_transcriptome_v1_Contig_4881	1752	1480
QPX_transcriptome_v1_Contig_4882	1986	1166
QPX_transcriptome_v1_Contig_4883	2336	1067
QPX_transcriptome_v1_Contig_4884	1936	1464
QPX_transcriptome_v1_Contig_4885	924	489
QPX_transcriptome_v1_Contig_4886	2443	1375
QPX_transcriptome_v1_Contig_4887	1118	775
QPX_transcriptome_v1_Contig_4888	1368	1121
QPX_transcriptome_v1_Contig_4889	167	153
QPX_transcriptome_v1_Contig_489	4080	3958
QPX_transcriptome_v1_Contig_4890	749	119
QPX_transcriptome_v1_Contig_4891	335	155
QPX_transcriptome_v1_Contig_4892	1789	575
QPX_transcriptome_v1_Contig_4893	853	517
QPX_transcriptome_v1_Contig_4894	9529	4502
QPX_transcriptome_v1_Contig_4895	1950	717
QPX_transcriptome_v1_Contig_4896	665	461
QPX_transcriptome_v1_Contig_4897	2046	1022
QPX_transcriptome_v1_Contig_4898	405	138
QPX_transcriptome_v1_Contig_4899	3097	2562
QPX_transcriptome_v1_Contig_49	396	245
QPX_transcriptome_v1_Contig_490	4477	3184
QPX_transcriptome_v1_Contig_4900	4084	4296
QPX_transcriptome_v1_Contig_4901	1047	1094
QPX_transcriptome_v1_Contig_4902	3585	2492
QPX_transcriptome_v1_Contig_4903	902	433
QPX_transcriptome_v1_Contig_4904	2027	464
QPX_transcriptome_v1_Contig_4905	1177	295
QPX_transcriptome_v1_Contig_4906	2106	1086
QPX_transcriptome_v1_Contig_4907	282	134
QPX_transcriptome_v1_Contig_4908	272	133
QPX_transcriptome_v1_Contig_4909	1908	902
QPX_transcriptome_v1_Contig_491	6301	1061
QPX_transcriptome_v1_Contig_4910	683	296
QPX_transcriptome_v1_Contig_4911	929	603
QPX_transcriptome_v1_Contig_4912	1216	364
QPX_transcriptome_v1_Contig_4913	310	157
QPX_transcriptome_v1_Contig_4914	524	290
QPX_transcriptome_v1_Contig_4915	390	128
QPX_transcriptome_v1_Contig_4916	389	259
QPX_transcriptome_v1_Contig_4917	358	449
QPX_transcriptome_v1_Contig_4918	554	338
QPX_transcriptome_v1_Contig_4919	156	64
QPX_transcriptome_v1_Contig_492	874	667
QPX_transcriptome_v1_Contig_4920	912	468
QPX_transcriptome_v1_Contig_4921	597	175
QPX_transcriptome_v1_Contig_4922	159	106
QPX_transcriptome_v1_Contig_4923	820	624
QPX_transcriptome_v1_Contig_4924	2638	1726
QPX_transcriptome_v1_Contig_4925	616	849
QPX_transcriptome_v1_Contig_4926	422	447
QPX_transcriptome_v1_Contig_4927	1768	944
QPX_transcriptome_v1_Contig_4928	871	547
QPX_transcriptome_v1_Contig_4929	926	427
QPX_transcriptome_v1_Contig_493	14130	5682
QPX_transcriptome_v1_Contig_4930	3045	2540
QPX_transcriptome_v1_Contig_4931	1208	586
QPX_transcriptome_v1_Contig_4932	1114	837
QPX_transcriptome_v1_Contig_4933	733	422
QPX_transcriptome_v1_Contig_4934	1821	917
QPX_transcriptome_v1_Contig_4935	3103	1746
QPX_transcriptome_v1_Contig_4936	462	360
QPX_transcriptome_v1_Contig_4937	356	121
QPX_transcriptome_v1_Contig_4938	1527	445
QPX_transcriptome_v1_Contig_4939	1774	848
QPX_transcriptome_v1_Contig_494	3993	2333
QPX_transcriptome_v1_Contig_4940	2403	1889
QPX_transcriptome_v1_Contig_4941	3124	3932
QPX_transcriptome_v1_Contig_4942	1248	547
QPX_transcriptome_v1_Contig_4943	1744	702
QPX_transcriptome_v1_Contig_4944	142	158
QPX_transcriptome_v1_Contig_4945	2457	991
QPX_transcriptome_v1_Contig_4946	306	335
QPX_transcriptome_v1_Contig_4947	1245	242
QPX_transcriptome_v1_Contig_4948	1696	760
QPX_transcriptome_v1_Contig_4949	680	336
QPX_transcriptome_v1_Contig_495	20628	7839
QPX_transcriptome_v1_Contig_4950	1197	274
QPX_transcriptome_v1_Contig_4951	2107	936
QPX_transcriptome_v1_Contig_4952	605	293
QPX_transcriptome_v1_Contig_4953	364	92
QPX_transcriptome_v1_Contig_4954	412	349
QPX_transcriptome_v1_Contig_4955	1169	791
QPX_transcriptome_v1_Contig_4956	1325	599
QPX_transcriptome_v1_Contig_4957	2095	2747
QPX_transcriptome_v1_Contig_4958	1194	431
QPX_transcriptome_v1_Contig_4959	616	429
QPX_transcriptome_v1_Contig_496	13689	1996
QPX_transcriptome_v1_Contig_4960	1473	470
QPX_transcriptome_v1_Contig_4961	4654	926
QPX_transcriptome_v1_Contig_4962	574	330
QPX_transcriptome_v1_Contig_4963	462	315
QPX_transcriptome_v1_Contig_4964	739	293
QPX_transcriptome_v1_Contig_4965	1779	190
QPX_transcriptome_v1_Contig_4966	3853	1225
QPX_transcriptome_v1_Contig_4967	261	122
QPX_transcriptome_v1_Contig_4968	2462	1898
QPX_transcriptome_v1_Contig_4969	2168	848
QPX_transcriptome_v1_Contig_497	3072	1120
QPX_transcriptome_v1_Contig_4970	442	166
QPX_transcriptome_v1_Contig_4971	325	273
QPX_transcriptome_v1_Contig_4972	790	402
QPX_transcriptome_v1_Contig_4973	1560	690
QPX_transcriptome_v1_Contig_4974	242	67
QPX_transcriptome_v1_Contig_4975	3492	2197
QPX_transcriptome_v1_Contig_4976	294	71
QPX_transcriptome_v1_Contig_4977	1825	668
QPX_transcriptome_v1_Contig_4978	2757	2299
QPX_transcriptome_v1_Contig_4979	997	463
QPX_transcriptome_v1_Contig_498	2511	2254
QPX_transcriptome_v1_Contig_4980	679	247
QPX_transcriptome_v1_Contig_4981	90	77
QPX_transcriptome_v1_Contig_4982	4945	1520
QPX_transcriptome_v1_Contig_4983	1428	843
QPX_transcriptome_v1_Contig_4984	1502	756
QPX_transcriptome_v1_Contig_4985	783	438
QPX_transcriptome_v1_Contig_4986	2554	2574
QPX_transcriptome_v1_Contig_4987	995	326
QPX_transcriptome_v1_Contig_4988	812	625
QPX_transcriptome_v1_Contig_4989	320	100
QPX_transcriptome_v1_Contig_499	2018	1312
QPX_transcriptome_v1_Contig_4990	1456	1073
QPX_transcriptome_v1_Contig_4991	2295	837
QPX_transcriptome_v1_Contig_4992	551	240
QPX_transcriptome_v1_Contig_4993	796	454
QPX_transcriptome_v1_Contig_4994	257	107
QPX_transcriptome_v1_Contig_4995	3640	3768
QPX_transcriptome_v1_Contig_4996	3052	2652
QPX_transcriptome_v1_Contig_4997	882	451
QPX_transcriptome_v1_Contig_4998	1125	407
QPX_transcriptome_v1_Contig_4999	1939	971
QPX_transcriptome_v1_Contig_50	8547	10072
QPX_transcriptome_v1_Contig_500	27425	18682
QPX_transcriptome_v1_Contig_5000	759	503
QPX_transcriptome_v1_Contig_5001	1322	579
QPX_transcriptome_v1_Contig_5002	1968	1088
QPX_transcriptome_v1_Contig_5003	4102	3989
QPX_transcriptome_v1_Contig_5004	1290	695
QPX_transcriptome_v1_Contig_5005	846	328
QPX_transcriptome_v1_Contig_5006	1802	700
QPX_transcriptome_v1_Contig_5007	1079	651
QPX_transcriptome_v1_Contig_5008	2406	1053
QPX_transcriptome_v1_Contig_5009	2449	3197
QPX_transcriptome_v1_Contig_501	21234	8164
QPX_transcriptome_v1_Contig_5010	692	314
QPX_transcriptome_v1_Contig_5011	1008	625
QPX_transcriptome_v1_Contig_5012	1904	2077
QPX_transcriptome_v1_Contig_5013	822	216
QPX_transcriptome_v1_Contig_5014	3994	1395
QPX_transcriptome_v1_Contig_5015	1382	607
QPX_transcriptome_v1_Contig_5016	210	76
QPX_transcriptome_v1_Contig_5017	911	485
QPX_transcriptome_v1_Contig_5018	1883	589
QPX_transcriptome_v1_Contig_5019	546	213
QPX_transcriptome_v1_Contig_502	8325	4749
QPX_transcriptome_v1_Contig_5020	1117	798
QPX_transcriptome_v1_Contig_5021	3967	2769
QPX_transcriptome_v1_Contig_5022	1599	757
QPX_transcriptome_v1_Contig_5023	1332	920
QPX_transcriptome_v1_Contig_5024	926	553
QPX_transcriptome_v1_Contig_5025	3987	1281
QPX_transcriptome_v1_Contig_5026	238	103
QPX_transcriptome_v1_Contig_5027	2605	1857
QPX_transcriptome_v1_Contig_5028	173	58
QPX_transcriptome_v1_Contig_5029	379	138
QPX_transcriptome_v1_Contig_503	1318	620
QPX_transcriptome_v1_Contig_5030	318	151
QPX_transcriptome_v1_Contig_5031	1488	690
QPX_transcriptome_v1_Contig_5032	545	92
QPX_transcriptome_v1_Contig_5033	156	109
QPX_transcriptome_v1_Contig_5034	561	609
QPX_transcriptome_v1_Contig_5035	3821	1717
QPX_transcriptome_v1_Contig_5036	1915	1295
QPX_transcriptome_v1_Contig_5037	728	465
QPX_transcriptome_v1_Contig_5038	2092	619
QPX_transcriptome_v1_Contig_5039	2206	892
QPX_transcriptome_v1_Contig_504	3885	2753
QPX_transcriptome_v1_Contig_5040	264	136
QPX_transcriptome_v1_Contig_5041	1388	784
QPX_transcriptome_v1_Contig_5042	1325	643
QPX_transcriptome_v1_Contig_5043	1065	615
QPX_transcriptome_v1_Contig_5044	660	395
QPX_transcriptome_v1_Contig_5045	5913	4452
QPX_transcriptome_v1_Contig_5046	4172	1326
QPX_transcriptome_v1_Contig_5047	209	72
QPX_transcriptome_v1_Contig_5048	3528	1998
QPX_transcriptome_v1_Contig_5049	915	494
QPX_transcriptome_v1_Contig_505	1384	1116
QPX_transcriptome_v1_Contig_5050	1222	809
QPX_transcriptome_v1_Contig_5051	658	268
QPX_transcriptome_v1_Contig_5052	2739	2398
QPX_transcriptome_v1_Contig_5053	1323	343
QPX_transcriptome_v1_Contig_5054	450	165
QPX_transcriptome_v1_Contig_5055	1342	539
QPX_transcriptome_v1_Contig_5056	2209	3058
QPX_transcriptome_v1_Contig_5057	58	128
QPX_transcriptome_v1_Contig_5058	773	305
QPX_transcriptome_v1_Contig_5059	2243	2620
QPX_transcriptome_v1_Contig_506	13049	4999
QPX_transcriptome_v1_Contig_5060	993	388
QPX_transcriptome_v1_Contig_5061	1760	867
QPX_transcriptome_v1_Contig_5062	1269	368
QPX_transcriptome_v1_Contig_5063	829	738
QPX_transcriptome_v1_Contig_5064	511	421
QPX_transcriptome_v1_Contig_5065	1203	811
QPX_transcriptome_v1_Contig_5066	583	150
QPX_transcriptome_v1_Contig_5067	834	319
QPX_transcriptome_v1_Contig_5068	992	513
QPX_transcriptome_v1_Contig_5069	309	325
QPX_transcriptome_v1_Contig_507	4133	3800
QPX_transcriptome_v1_Contig_5070	2307	2040
QPX_transcriptome_v1_Contig_5071	336	216
QPX_transcriptome_v1_Contig_5072	763	144
QPX_transcriptome_v1_Contig_5073	1767	793
QPX_transcriptome_v1_Contig_5074	2899	2411
QPX_transcriptome_v1_Contig_5075	252	124
QPX_transcriptome_v1_Contig_5076	535	174
QPX_transcriptome_v1_Contig_5077	1080	369
QPX_transcriptome_v1_Contig_5078	212	125
QPX_transcriptome_v1_Contig_5079	3742	2283
QPX_transcriptome_v1_Contig_508	1623	701
QPX_transcriptome_v1_Contig_5080	721	474
QPX_transcriptome_v1_Contig_5081	263	222
QPX_transcriptome_v1_Contig_5082	1904	533
QPX_transcriptome_v1_Contig_5083	326	122
QPX_transcriptome_v1_Contig_5084	192	160
QPX_transcriptome_v1_Contig_5085	267	231
QPX_transcriptome_v1_Contig_5086	196	119
QPX_transcriptome_v1_Contig_5087	782	439
QPX_transcriptome_v1_Contig_5088	1251	1448
QPX_transcriptome_v1_Contig_5089	1043	475
QPX_transcriptome_v1_Contig_509	35940	41518
QPX_transcriptome_v1_Contig_5090	333	84
QPX_transcriptome_v1_Contig_5091	398	142
QPX_transcriptome_v1_Contig_5092	854	341
QPX_transcriptome_v1_Contig_5093	2952	2623
QPX_transcriptome_v1_Contig_5094	326	74
QPX_transcriptome_v1_Contig_5095	1215	838
QPX_transcriptome_v1_Contig_5096	687	207
QPX_transcriptome_v1_Contig_5097	422	156
QPX_transcriptome_v1_Contig_5098	1298	408
QPX_transcriptome_v1_Contig_5099	1091	1560
QPX_transcriptome_v1_Contig_51	13907	10205
QPX_transcriptome_v1_Contig_510	18785	4515
QPX_transcriptome_v1_Contig_5100	2478	1036
QPX_transcriptome_v1_Contig_5101	1887	945
QPX_transcriptome_v1_Contig_5102	861	532
QPX_transcriptome_v1_Contig_5103	1687	750
QPX_transcriptome_v1_Contig_5104	800	314
QPX_transcriptome_v1_Contig_5105	103	67
QPX_transcriptome_v1_Contig_5106	172	85
QPX_transcriptome_v1_Contig_5107	2239	1806
QPX_transcriptome_v1_Contig_5108	1417	606
QPX_transcriptome_v1_Contig_5109	381	108
QPX_transcriptome_v1_Contig_511	6679	4007
QPX_transcriptome_v1_Contig_5110	166	126
